Date,Content
2022-07-06 19:01:59+00:00,"b'Progres kita di Stream malam ini kkkkk\nyaudah gini aja dulu... Melcaro/teenegers\n\nYT/ Melcaro\nLike, Share and Subsc\xe2\x80\xa6 https://t.co/aRDEOWEQAq'"
2022-07-06 16:29:19+00:00,"b'gini nih suka lupa hadeh #VTuberUprising #VtuberDebut #VtuberID #AxelleAcademy'"
2022-07-06 15:25:55+00:00,"b'Hehe Puyu Puyu Puyuuh\n#VtuberID #VtuberEN https://t.co/p93pAnyYxR'"
2022-07-06 14:22:19+00:00,"b'Aaaa makasih banyak semua yang udah nyempetin waktu buat mampit ke debut zuyaa hasami. \n\nWalaupun ngelag dan ngefra\xe2\x80\xa6 https://t.co/QVax5AIk97'"
2022-07-06 14:11:10+00:00,"b'Membership stream only hadir lagi ya setiap tanggal 6 di bulan baru pasti bakal rilis! kali ini bakal bocorin apa y\xe2\x80\xa6 https://t.co/03zimnRti9'"
2022-07-06 13:58:48+00:00,"b'Kok bisa ya ? \xf0\x9f\x92\xaf Pengalaman Asli !! @ChaeshaJA\nPenasaran ceritanya ?? \nCepetan Tonton !!! \nLink YT :\xe2\x80\xa6 https://t.co/BhZm2mh19P'"
2022-07-06 12:26:10+00:00,"b'Hi, NightOwls!\xf0\x9f\xa6\x89\xf0\x9f\x8c\x99\nKali ini Vio akan melawan zombie bersama @AmaltheaEva , @AlinaRae01   dan @MarielaRiona  !\n\n\xf0\x9f\x97\x93\xef\xb8\x8f: 6\xe2\x80\xa6 https://t.co/VGh5ZG5OPK'"
2022-07-06 12:17:41+00:00,"b'\xf0\x9f\x94\x8dAnnouncement\n\nMalem-malem enaknya ngeraid iya gak sih, semoga bisa clear stage raid FDN HCnya wish me luck guys\n\n\xf0\x9f\x8e\xae\xe2\x80\xa6 https://t.co/rzYedw7kyS'"
2022-07-06 12:12:51+00:00,"b'Free Talk &amp; Random Games Special 200 Subs yuk\xf0\x9f\x91\x89\xf0\x9f\x91\x88 #HarukoLive\nKuy main bareng &amp; ramaikan\xf0\x9f\x91\x8a\n\xe2\x9c\x8aDate : Wednesday, 6 Juli 2\xe2\x80\xa6 https://t.co/vSMgJ957UK'"
2022-07-06 12:11:29+00:00,"b'PERJALANAN PENUH MISTIS || DREADOUT [YUDISTIA LANITA] https://t.co/lclkFY4KJV lewat @YouTube \n\n#VTuberUprising\xe2\x80\xa6 https://t.co/drBM3wxKXJ'"
2022-07-06 12:08:25+00:00,"b'Today @SnowdropLiveID stream!\n\nSnowdrop ID Day! \nPlaying Devour @ 21:00\n@LeoneHalcon, @Scylla_brantley,\xe2\x80\xa6 https://t.co/RZT7lyfzeu'"
2022-07-06 12:05:07+00:00,"b'Aku minta maaf ya moonsie..\nKita ngobrol lagi yuk.. \n\nhttps://t.co/f86IpSVdX7\n\n#rinimoonstar #rinilive #rininews\xe2\x80\xa6 https://t.co/mpidqJVw5R'"
2022-07-06 11:51:39+00:00,"b'Sedang mencoba mengakali Turnip-nya\n\nBerpetualang bersama siluman anj*ng\nInuyasha - A Feudal Fairy Tale\nHari ini pu\xe2\x80\xa6 https://t.co/yr4raevqcG'"
2022-07-06 11:49:04+00:00,"b'Hallo Semuanya~\n\nKa-kalian bakalan dateng ke redebut ku kan nanti \xf0\x9f\x91\x89\xf0\x9f\x91\x88\nYT: https://t.co/3Ju0ebtkwi\nTikTok:\xe2\x80\xa6 https://t.co/JiiT2akpcl'"
2022-07-06 11:36:24+00:00,"b'FINALLY FINALLY FINALLY!!!! Akhirnya keluarlah 1 cover setelah sekian lama TwT. Thank you for the support dan janga\xe2\x80\xa6 https://t.co/rH6BYe6Nhv'"
2022-07-06 11:35:03+00:00,"b'Collab Pokemon Unite malem ini bareng sama @IzunaYurika @TenmaWeebsVT @ibamyanagih @SatokiriKyuga \n\n\xf0\x9f\x93\x85 7 Juli 2022\n\xe2\x8f\xb0\xe2\x80\xa6 https://t.co/OzJy2y6ym5'"
2022-07-06 11:31:47+00:00,"b'Kuuyy kita liat karaoke streamnya @krrn_rin jam 19:00 PM!\n\n#VtuberID #Vtuber #VTuberUprising #karaoke #guerilla https://t.co/wnu5Ew7jGG'"
2022-07-06 11:24:34+00:00,"b'Ngobrol siang-siang tapi... kok SUS \nJanji ga izin off ngeluarin motor \xe2\x98\x9d\xef\xb8\x8f\xf0\x9f\x98\xad  \n\nLink clip : https://t.co/v5zlDy1FhF\xe2\x80\xa6 https://t.co/jfRTTTe4Ai'"
2022-07-06 11:22:36+00:00,"b'-ID-\nNGOMONG JAWA LAGI\nBARENG @keinanvc dan @Kikuoka_Oni \n \nSTART 20.00 WIB\n\n-JOWO-\nNGOMONG JOWO NEH\nMBE MAS KEINAN\xe2\x80\xa6 https://t.co/45CPcC7c0q'"
2022-07-06 11:11:30+00:00,"b'Pilih mana ~\n\n#andiadinata #zenbentar #kevinvangardo #mememaha5 #MEMES #Vtuber #VtuberID #maha5 https://t.co/u7ZpnvZTfs'"
2022-07-06 10:55:20+00:00,"b'AYOKLAH MABAR!!! \n\n20.00 WIB /GMT+7\nhttps://t.co/SGrdaAEY5d\n\n#KawoLee #KawoLive #Vtuber #VtuberID #stumbleguys https://t.co/VSJfp1RuD0'"
2022-07-06 10:52:41+00:00,"b'Minna nanti mabarlagi yokkk!!\nhttps://t.co/nGFPSgE6Ah\n#Vtuber #VtuberID #VTuberEN https://t.co/EQARfwuW27'"
2022-07-06 10:34:40+00:00,"b'Otsu Komrade,Sorry kalo tadi lag parah nggak bisa pake game capture he he\n#Vtuber #VtuberID #VtuberEN https://t.co/EYdj2TVWcH'"
2022-07-06 10:33:21+00:00,"b'Guerilla karaoke stream! \nMon maap kalo suaranya jelek ya nanti \xf0\x9f\x98\x82\nHayuk karaoke bareng aku di streamku!\n\nHari ini (\xe2\x80\xa6 https://t.co/G2HzHAOAU3'"
2022-07-06 10:29:58+00:00,"b'Halo guys waktunya menjadi ibu part 2 semoga aku nemuin ending yang bagus ya...\n\nLink : https://t.co/uW4j09WUU2\xe2\x80\xa6 https://t.co/LtIkYPH5gR'"
2022-07-06 10:20:35+00:00,"b'\xf0\x9f\x94\xb4KatiaCerrus[666] is live now!!\n[FreeTalk] Test Stream Siang~ (Katia Cerrus VtuberID | Pngtuber)\xe2\x80\xa6 https://t.co/NOzR2vzLGy'"
2022-07-06 10:15:04+00:00,"b'Yang ditunggu-tunggu, akhirnya datang juga\nTomorrow. ReDebut character vtuber gw.\nOn July 7th, 2022\n\n#Vtuber\xe2\x80\xa6 https://t.co/Kn3kvVD2ZC'"
2022-07-06 10:06:40+00:00,"b'Halo semuanya Rasuma disini saatnya Fretallk lg bersama para tamu menarik jd datang ya XD.\n\nkoraokami mayu\nYT :\xe2\x80\xa6 https://t.co/FkRQGoUdxW'"
2022-07-06 09:55:58+00:00,"b'Makasih buat yg dah nonton\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\nSampai ad Inari shrine dan Inari guard \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\nAaaaa intinya makasih \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\xa6 https://t.co/ttTXhjPNbQ'"
2022-07-06 09:53:16+00:00,"b'10 menit lagi kita stumble guys lagiiiiii\nYok sini mampir kita mabar mabar lagiii\n\nhttps://t.co/l2FTZq1Y4g\n#Vtuber\xe2\x80\xa6 https://t.co/kEHODqlUeE'"
2022-07-06 09:50:59+00:00,"b""Kondamang! Here's the waiting room. Perjuangan si asu untuk melawan kerajaan tirani lanjut lagi gaes!!\n\n\xe2\x8c\x9aTime: 20.0\xe2\x80\xa6 https://t.co/CxbsZ2AlCa"""
2022-07-06 09:50:37+00:00,"b'\xe3\x80\x90Stoopid Kasdea\xe3\x80\x91Stream makan tapi diem sambil dengerin kipas angin\n\xe2\x8f\xb0Today at 16:50 GMT+7\n\xf0\x9f\xa5\x80https://t.co/S3aFl1WoWr\xe2\x80\xa6 https://t.co/0MXDi8V38L'"
2022-07-06 09:36:31+00:00,"b'DEBUT STREAM WAITING ROOM!\nhttps://t.co/aSh8QkdlaP\nhttps://t.co/aSh8QkdlaP\nhttps://t.co/aSh8QkdlaP\nHallo semuanya a\xe2\x80\xa6 https://t.co/a48dePAW41'"
2022-07-06 09:19:46+00:00,"b'Malam ini jam 21:00 WIB, kita jalan-jalan ke Kuromori-cho\nhttps://t.co/8a42cw9Dcb\n\n#MorganMCrow #MorganMauLIVE\xe2\x80\xa6 https://t.co/tHgIm4naTq'"
2022-07-06 09:05:21+00:00,"b'Hello, Travelers~\n\nMalam ini Haruna akan kembali terjun ke planet Fortuna 3 untuk menyelesaikan quest dan mencari p\xe2\x80\xa6 https://t.co/0Tyy2UMYjt'"
2022-07-06 08:22:10+00:00,"b'Ga tau kehabisan kata-kata aku tuh\n\n~&gt; https://t.co/XgHQUSGQcO\n\n#Wawanchandrawirata #sobakwan #wa_in #Vtuber\xe2\x80\xa6 https://t.co/gHpKiBWJs8'"
2022-07-06 08:21:33+00:00,"b'Another reveal model\nDorimii masih neessan kok OwO\n\n#VTuberUprising #Vtuber #vtuberID https://t.co/ld7oaMtL9J'"
2022-07-06 08:20:49+00:00,"b'Nyok lanjut nge date bareng neng Aerith...\n\nDi: https://t.co/0qQchF4SGg\n\xf0\x9f\x93\x85:  Rabu, 6 Juli 2022\n\xe2\x8f\xb0: 19:30 WIB \nTerima\xe2\x80\xa6 https://t.co/UMFTGmoXU8'"
2022-07-06 07:49:50+00:00,"b'Otsu Komrade,Maaf ya jika harus end tiba tiba disini mati lampu hu hu hu\n#Vtuber #VtuberID #VtuberEN https://t.co/rVlQFrBFYM'"
2022-07-06 07:47:05+00:00,"b'fanart for KuronohikaruCH\n.\n#vtuber #art #artwork #cute #vtuberEN #Vtubers #VtuberID #loli #lolita #cutegirl https://t.co/mLhN2tc5hN'"
2022-07-06 07:34:01+00:00,"b'Hai halo semua, Puyumi disini ingin berkenalan kepada sesama vtuber. Ada yang mau kah? \n\n#VtuberID #VtuberFriends'"
2022-07-06 07:11:10+00:00,"b'Indonesian jokes part 2\n#VtuberID https://t.co/PVCsJy9ckX'"
2022-07-06 07:00:01+00:00,"b'Malam ini, kita diprank ke luar angkasa..... Apakah dokter-dokter THT bakal stonk?\n\nWaiting Room:\xe2\x80\xa6 https://t.co/8UyEkkWmd9'"
2022-07-06 07:00:00+00:00,"b'HARI - HARI JADI BEBAN, YBY.\nJuly 6th 2022\n19.30 GMT+7/WIB\nWaiting room \xe2\x9e\x9c https://t.co/Tgme6qDnwY\n#Vtuber\xe2\x80\xa6 https://t.co/0UH2iVhlqW'"
2022-07-06 06:52:52+00:00,"b'Indonesian jokes\n#VtuberID https://t.co/CZVnW20bLG'"
2022-07-06 06:24:08+00:00,"b'Sudden Stream? Sudden stream\njika ada waktu, temenin Nua ngobrol yuk sembari buka booster.\n#VtuberID #Vtuber\xe2\x80\xa6 https://t.co/bpksqOyxZR'"
2022-07-06 06:20:19+00:00,"b'New clip!\nDan seperti biasa viewer @KariSharl selalu SUS. \nBuat anda para viewer, tolong dikondisikan dulu pikiran\xe2\x80\xa6 https://t.co/9Ld7Pn8C5J'"
2022-07-06 06:12:12+00:00,"b'Hemloo Vira Classmates\nMalam ini Vira mau Cosplay jadi bebek buat menghancurkan kedamaian dunia hahahaha!!! Jangan\xe2\x80\xa6 https://t.co/RJWbmZztqo'"
2022-07-06 05:49:22+00:00,"b'Penguasa air\xf0\x9f\x8c\x8a\xf0\x9f\x8c\x8a\n#KoboKanaeru #aeruseni #Vtuber #VtuberID #FANART https://t.co/ikW1E42Vuc'"
2022-07-06 04:55:46+00:00,"b'Katanya ini game terkutuk dan bikin ga bisa tidur. Apakah Benar ??\n\nMari kita buktikan \ndi jam 8 malam nanti\xe2\x80\xa6 https://t.co/x0VxtoCaCi'"
2022-07-06 04:50:25+00:00,"b'Stream hari ini dimundurin jadi malem ya! P Palo anyone? \xf0\x9f\x91\x93\n\n\xe2\x8f\xb0 07.30 PM WIB / GMT+7\n\xf0\x9f\x96\xa5\xef\xb8\x8f https://t.co/6ReDMrmOa5\xe2\x80\xa6 https://t.co/u86SF7VhHT'"
2022-07-06 04:50:00+00:00,"b'Mas, bisa bantu cariin gak? #maikumala #vtuber #vtuberindonesia #vtuberid #anime https://t.co/1FdJze8RE1'"
2022-07-06 04:31:13+00:00,"b'Selalu Kacauu kalau mereka udah ketemu wkwkwk\nLink Clip: https://t.co/dZDbRcsuPZ\n#vtuber #vtuberid #sera_tatsumi https://t.co/ZOjBIDUcgb'"
2022-07-06 04:15:21+00:00,"b'Kira-kira berapa lama kamu bisa menghabiskan botol ini?? #Vtubers #VtuberID #Vtuber https://t.co/CFiNKdZuwv'"
2022-07-06 03:29:16+00:00,"b'Open collab Mole ehe, need 3 player, kalau misalkan ternyata lebih, kita mengkostum mode\n\n#Vtuber #vtubercollab #VtuberID #vtuber'"
2022-07-06 02:45:45+00:00,"b'\xe3\x80\x90DONATHON\xe3\x80\x91Akankah Lama Kayak Sakit Gigiku?\n\nWednesday 6th July 19:30 WIB/UTC+7\nhttps://t.co/LS0D9jDU0p\n\n#donathon\xe2\x80\xa6 https://t.co/VKUXqCY8L7'"
2022-07-06 02:12:44+00:00,"b'\xf0\x9f\x8c\xb8 Temenin iuna kerja\xf0\x9f\xa5\xbamulai sebentar lagi\n\n\xf0\x9f\x95\x97 Wed, July 6th @ 9.15AM (UTC+7)\n\xf0\x9f\x94\x97 https://t.co/0Y6aj9EvLd\n\n#iunasera\xe2\x80\xa6 https://t.co/KvoLVcEeuH'"
2022-07-06 01:58:56+00:00,"b'Hai sayang, gebetan yandere kamu muncul nih. Jangan lupa pakai earphone/headset yaa!\n\nLink :\xe2\x80\xa6 https://t.co/N4pYUn4IB9'"
2022-07-05 23:56:58+00:00,"b'Ohanyo Gozaimasu~\xf0\x9f\x8c\xa4\xef\xb8\x8f\nWeekly Schedule is up! \xf0\x9f\x95\x8a\n(4 JULY-10 JULY 2022)\n\nBtw buat malmingan kali ini kita ada mabar bebe\xe2\x80\xa6 https://t.co/WCFsjYsYqy'"
2022-07-05 23:54:54+00:00,"b'Yo guys, kali ini Lusi menjadi pawang dino dan ditugaskan untuk membuat taman hiburan yang berisi para dino. Mari k\xe2\x80\xa6 https://t.co/4BDXH1XPZE'"
2022-07-05 19:53:18+00:00,"b'COLLAB - Balik Main Apex Mobile W/@Mayumi Amaya @Tonaru Ichi\xe3\x80\x90 Yuyu Community \xe3\x80\x91 \xe3\x80\x90Ardha Ch\xe3\x80\x91\nhttps://t.co/u7DCj2dncz\xe2\x80\xa6 https://t.co/aIOnAKZXCB'"
2022-07-05 19:23:53+00:00,"b'ketika kucink betina meremehkan sesepuh Fall Guys\n@kuronaichi \n#vtuber #vtuberid #fallguys https://t.co/6KOX2pug17'"
2022-07-05 18:07:32+00:00,"b'ROBLOX Apeirophobia Gede Banget Cuy Monsternya\n\n#ZelinusVonVihnlock #VTuberID #vtuberindonesia #vtuber #roblox\xe2\x80\xa6 https://t.co/NfnRWdLCI2'"
2022-07-05 18:03:13+00:00,"b'ROBLOX Apeirophobia Dikejar Monster\n\n#ZelinusVonVihnlock #VTuberID #vtuberindonesia #vtuber #roblox #robloxhorror\xe2\x80\xa6 https://t.co/lYXPOUXheI'"
2022-07-05 16:50:45+00:00,"b'Niat tes game doang bentaran, malah khilaf sampe 3jam lebih\xf0\x9f\x98\x85 rekomen sih gamenya, apalgi klo main bareng, thx u yg\xe2\x80\xa6 https://t.co/WYA5PtPOdn'"
2022-07-05 15:18:32+00:00,"b'Tadinya 20 mnit mlah di bagi 2\nhttps://t.co/fI4aqbr6mT\n#VtuberID'"
2022-07-05 14:59:43+00:00,"b'\xe3\x80\x90GAMING\xe3\x80\x91 VALORANT TAPI NGE-BADUT\n\xf0\x9f\x90\x9f6 July 2022, 20:00 GMT+7\xf0\x9f\x90\x9f\n\nDi carry 2 ciwi, oh senangnya~!!\n\n\xf0\x9f\x90\x9fWaiting room:\xe2\x80\xa6 https://t.co/mQ6t327PZt'"
2022-07-05 14:13:31+00:00,"b'Pagiku Cerahku Matahari Bersinar Saatnya Kita Nguli Di Pundak~\n\nPetualangan Dimulai 06 Juli ~ 09:30 WIB\nAkan Memula\xe2\x80\xa6 https://t.co/n4jciobBQ1'"
2022-07-05 14:02:18+00:00,"b'Grinding lagi setelah tamat ges!\n\n\xf0\x9f\x94\xb4Monster Hunter Rise: Sunbreak\n\xf0\x9f\x95\x905 Juli 2022, 21:00 WIB\n\xf0\x9f\x94\x97https://t.co/hXx1Ov3TTT\xe2\x80\xa6 https://t.co/TWjpZwmSHm'"
2022-07-05 13:59:20+00:00,"b'Awal Perjalanan kita bersama @coconekos @agustina_nyaaa @ibamyanagih !\xf0\x9f\x92\x95 #HarukoLive\nKuy ramaikan\xf0\x9f\x91\x8a\n\xe2\x9c\x8aDate : Tuesday,\xe2\x80\xa6 https://t.co/LYzk22X0FC'"
2022-07-05 13:53:22+00:00,"b'AWOOO!\xf0\x9f\x91\x91\nTebakk siapa yang duar tiba-tiba mao debutt??!!\nJangan lupa dateng ke stream debut Olin yaahh~ \nBiar kita b\xe2\x80\xa6 https://t.co/HVSUWqozeD'"
2022-07-05 13:28:11+00:00,"b'\xe3\x80\x90Monster Hunter: Rise\xe3\x80\x91Speedrun base game, ada yg mau hunt bareng?\xe3\x80\x90VTuber ID\xe3\x80\x91\n\n\xf0\x9f\x97\x93\xef\xb8\x8fJul 05, 20:30 WIB (GMT +7)\n\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\x92\xbbLink\xe2\x80\xa6 https://t.co/TnXQOFKGsj'"
2022-07-05 13:15:52+00:00,"b'Hello Guys akhirnya selesai juga bikin short introductionnya, untuk fullnya tonton di channel ku ya\nini linknya, ja\xe2\x80\xa6 https://t.co/nSyFuntI2r'"
2022-07-05 13:01:27+00:00,"b'\xe3\x80\x90DONATHON + ARTWORK\xe3\x80\x91Freetalk Moga Gak Ngantuk part 03 \xe3\x80\x90Aichoco / Vtuber ... https://t.co/Pc3MUJRfZW lewat @YouTube\xe2\x80\xa6 https://t.co/WYfLRQZ5W4'"
2022-07-05 12:23:40+00:00,"b'Sabar, masih nunggu ya?\n2 days again. ReDebut character vtuber gw.\nOn July 7th, 2022\n\n#Vtuber #VtuberID #Youtuber\xe2\x80\xa6 https://t.co/qY8Nan28ld'"
2022-07-05 12:20:02+00:00,"b'Mari kita akhir ini @Elliseeyou \n\nIt Takes Two finale episode collab!! \n\n\xf0\x9f\x93\x85 6 Juli 2022\n\xe2\x8f\xb0 07:30 AM (GMT+7) | 07:30 W\xe2\x80\xa6 https://t.co/7l0vlmOvEC'"
2022-07-05 11:40:52+00:00,"b'BESOK! TOMORROW! \n19.00 GMT+7 / 19.00 WIB\n\nDateng yaaaa\xe2\x80\xa6. \xf0\x9f\xa5\xb0\n\n#VtuberDebut #DebutVtuber #VtuberIndonesia #VtuberID\xe2\x80\xa6 https://t.co/Tb51x0nZq9'"
2022-07-05 11:34:58+00:00,"b'Guysss Zuya debut announcement is out!\nAKU DEBUT BESOK JAM 19.00 WIB !!!\nhttps://t.co/kYWIxGXJj5\n\n#Vtuber\xe2\x80\xa6 https://t.co/IQvNa5Vftn'"
2022-07-05 11:24:18+00:00,"b'kehabisan air, tapi tetap harus stream. Melanjutkan part 11 Neptunia 2, Start 19:00 WIB. #gamedea #Neptunia\xe2\x80\xa6 https://t.co/cOBNGn0Knx'"
2022-07-05 10:59:20+00:00,"b'Semoga menjadi petani sukses\n\n#VTuber #VTuberID https://t.co/xpNO9N2F86'"
2022-07-05 10:49:34+00:00,"b'[#RaveOnAir] Monster Hunter Sunbreak Till Drop #1 !!!\nSelasa, 5 Juli 2022, 18.30 WIB\n\nWaiting Room:\xe2\x80\xa6 https://t.co/hYs3gZMxom'"
2022-07-05 10:47:41+00:00,"b'INI INGFO CHARACTER REVEAL ROSELA ZORA NYA MAZSEH MBAEE AKHIRNYA LEGANYA HATI INI~ \xf0\x9f\x92\x96 TINGGAL VOICE REVEALNYA UWAHH\xe2\x80\xa6 https://t.co/PcSk2nHZrK'"
2022-07-05 10:46:12+00:00,"b""Pengenya test stream dulu nanti, tapi pede dulu aja sukses test nya jadi here's the week's schedule!\n\nSunbreak till\xe2\x80\xa6 https://t.co/s42YgIELwX"""
2022-07-05 10:10:00+00:00,"b'Sore Semuanya~\nAkhirnya, Airis remodel yeeay.....\nTanggal dan waktunya bisa dilihat pada gambar dibawah ini ya. Oh\xe2\x80\xa6 https://t.co/M86bvgRUFx'"
2022-07-05 10:05:23+00:00,"b'Wiih... Skejul lagi nich, anak-anaknya mommy Rin siap menunggu di streamnya @krrn_rin besok Jam 20:00 PM!\xe2\x80\xa6 https://t.co/iLNyWLQlQL'"
2022-07-05 10:02:32+00:00,"b'Terima kasih bagi kalian yang sudah donate di channel aku\xf0\x9f\x94\xa5 #HarukoReport\nSemoga aku bisa selalu menghibur kalian se\xe2\x80\xa6 https://t.co/vR1gtLGoVd'"
2022-07-05 10:02:18+00:00,"b'Apa Barangnya ~\n\n#andiadinata #aliaadelia #niaredalion #lumicelestia #zenbentar #RenaAnggraeniMaha5 #kevinvangardo\xe2\x80\xa6 https://t.co/Vfc7R2Ek3E'"
2022-07-05 10:00:36+00:00,"b'lilin dari paus baunya seperti apa?\xf0\x9f\x91\x80\nLink Clip: https://t.co/IjcenBR4bY \n#vtuber #vtuberid #RamiClip https://t.co/rnvivymuoK'"
2022-07-05 09:58:20+00:00,"b'Hemloo Vira Classmates\nSiapa di sini yang suka meme? Hari sabtu besok vira mau stream Meme Review. Jadi, share meme\xe2\x80\xa6 https://t.co/rrs7lU7Nzf'"
2022-07-05 09:46:51+00:00,"b'PO untuk Birthday Merch akan ditutup dalam 5 hari lagi di 10/07/22!\n\nMerchandise di set ini bersifat limited, jadi\xe2\x80\xa6 https://t.co/RZbTVUaF1C'"
2022-07-05 09:26:04+00:00,"b'KYEZOKUU bantuin lagi mau kan buat story genshin ini.. pliss \xf0\x9f\x91\x89\xf0\x9f\x91\x88\xf0\x9f\xa5\xba btw keqing wangy\n\xf0\x9f\x97\x93\xef\xb8\x8fRABU, 6 Jul 2022 20:00 WIB\n\xf0\x9f\x94\x97Wai\xe2\x80\xa6 https://t.co/sxNiOzan3m'"
2022-07-05 09:06:23+00:00,"b'Bakal tamat ga ya ??? Kirain ga serem, ternyata serem dong, huhuhuhu, makanya ayok temenin akuu kak...\n\nDi:\xe2\x80\xa6 https://t.co/4haVBdDkAN'"
2022-07-05 08:55:56+00:00,"b'LAIP NYOBA SETTINGAN BARU GEEES.....\nKUY TEMENIN NGOBROL.....\nhttps://t.co/QJULE3Qqdw\n#VTuberUprising #VtuberID #Vtubers'"
2022-07-05 08:39:14+00:00,"b'WAHOOO~~! Malem ini Kawo bakal karaoke lagu 48~! Dan donothon pertama! Yeay!!!\n\n19.00 WIB/ GMT+7\xe2\x80\xa6 https://t.co/m8hFTKYo4R'"
2022-07-05 08:36:27+00:00,"b'SOREE Minna tachi...!! Yaibo gomen baru aktif dikarenakan habis sakit biuti \xf0\x9f\x98\xa9\xf0\x9f\xa4\x8cyeaah sekarang nyanyi masih bindeng s\xe2\x80\xa6 https://t.co/0AecWHH5FO'"
2022-07-05 06:58:13+00:00,"b'Haloow, nyong! Siang-siang ngapain, nih? &gt;w&lt;\nMampir yuk, kita ngobrol sans~\n\nhttps://t.co/qiz3mKvBLi\n\n#VTuber\xe2\x80\xa6 https://t.co/YV6JJVgcGy'"
2022-07-05 06:56:06+00:00,"b'Malam ini kita main HoloCure! Mau nyoba endless mode, ngegrind demi gacha waifu tercinta \xf0\x9f\x92\x9a\xf0\x9f\x92\x9a\n\nJam 20:00 WIB ygy\n\nWai\xe2\x80\xa6 https://t.co/sISK4mvtsB'"
2022-07-05 06:42:37+00:00,"b'Hayuk ngemimdulu\xf0\x9f\x97\xbf\xe2\x9c\x8c\n\n\xf0\x9f\x94\xb8Link: https://t.co/IXZhFA2zdU\n\n#VtuberID #OSN2022 #SobatPrestasi #OlimpiadeSainsNasional\xe2\x80\xa6 https://t.co/PYCDySQPYK'"
2022-07-05 06:24:21+00:00,"b'Semoga malam ini jaringan Sedang baik baik saja Akwwk\xf0\x9f\x91\x80\xf0\x9f\xa4\x8d\xe2\x9c\xa8\n\xf0\x9f\xa4\x8d Selasa 5 Juli 2022\n\xf0\x9f\x95\x91 20:00 WIB\nJangan lupa Mampir ya,,Th\xe2\x80\xa6 https://t.co/h0A5qaMhKy'"
2022-07-05 06:10:42+00:00,"b'Kobo dengan ryo iki tenkai jika mantra hujan tidak berhasil\xe2\x98\x94\n#AeruSeni #KoboKanaeru #Kobokerz #VtuberID https://t.co/1eqlZv9m2j'"
2022-07-05 06:05:40+00:00,"b'belum 24 jam bikin tiktok dah rame aja---KOK BISA?!?! \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xe2\x9c\xa8\n\nanyways~ silahkan difollow bagi yang mau follow \xf0\x9f\x98\xb3\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\n\nava\xe2\x80\xa6 https://t.co/CBs0mugDxK'"
2022-07-05 05:43:52+00:00,"b'Kita bantu Gris yang tersesat untuk menemukan jalan keluarnya~\n\n\xe2\x80\x94GRIS\xe2\x80\x94\n\xf0\x9f\x93\x86 Date: Tuesday, 5 July 2022\n\xe2\x8f\xb0 Time: 20.00 W\xe2\x80\xa6 https://t.co/joauucTeeA'"
2022-07-05 05:25:51+00:00,"b'Join Funmatch, Menang Jadi Moderator! + GIVEAWAY SKIN - Wild Rift Indonesia\nMalam ini (20.00 wib) :\xe2\x80\xa6 https://t.co/lcRhI1so8I'"
2022-07-05 05:13:31+00:00,"b""GUESS WHO'S BACK? its me, i'm back hehe. jadi hari ini aku mulai streaming lagi dan kita akan mulai dengan ngobrol\xe2\x80\xa6 https://t.co/WEEBUvjs7Y"""
2022-07-05 05:12:25+00:00,"b'Kobokan aer TERCINTAHHH \xf0\x9f\x98\xa9\xf0\x9f\x92\x85\xf0\x9f\x92\x85\xf0\x9f\x92\x85, keren kali aer satu ini \n. \n#KoboKanaeru #kobokanaer #fanart #VtuberID #Vtuber https://t.co/ppk9O4PzM5'"
2022-07-05 05:07:42+00:00,"b'Fanart Kira Karta from ICON Vtuber Team\n-Backroom-\n\n#AnimeArt #VtuberID #Vtuber #backroom #FANART https://t.co/Hww6JSgNmg'"
2022-07-05 05:05:08+00:00,"b'Ada yang mau Madam Ramal ..?\nCome to Mama \xe2\x9d\xa4\xef\xb8\x8f\n\nhttps://t.co/2WKR5EHzj7\n\n#rinimoonstar #rinivtuber #rinilive\xe2\x80\xa6 https://t.co/lAXzxleXFE'"
2022-07-05 04:47:34+00:00,"b'*akhir nya di ajarin juga..\n\n#meme #Vtuber #VtuberID #VtubersEN #Ellive #Warnet https://t.co/3OPSbDOb9B'"
2022-07-05 04:44:02+00:00,"b'Thank you yang sudah support\xe2\x9c\xa8\nKita sudah mencapai 200 Subs yay\xf0\x9f\x8e\x89\n#VTuber #VTuberID #VTuberEN #VTuberUprising https://t.co/nSwhKxlyQn'"
